Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price
LADA (VAZ),2107,2005,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.21647701924551563,Xeyr,3529.4117647058824
Hyundai,Elantra,2014,Sedan,Yaş Asfalt,1.6,-0.5780633303515305,Dizel,Avtomat,-0.051461177886842506,Xeyr,13176.470588235294
Hyundai,Elantra,2013,Sedan,Yaş Asfalt,1.8,-0.4022483881332116,Benzin,Avtomat,-0.3135451612212057,Xeyr,12588.235294117647
Kia,Sorento,2010,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.5794817449551429,Xeyr,16705.88235294118
Hyundai,Sonata,2013,Sedan,Yaş Asfalt,2.0,0.8089212138152072,Benzin,Avtomat,0.489955797610964,Xeyr,14058.823529411766
Nissan,Qashqai,2007,Offroader / SUV,Boz,1.5,-0.8320182468891021,Dizel,Mexaniki,0.657136258535695,Xeyr,10000.0
Hyundai,Tucson,2007,Offroader / SUV,Mavi,2.0,-0.4999233560322776,Benzin,Avtomat,0.08443422087912358,Xeyr,10823.529411764706
Mercedes,Sprinter 316,2015,Mikroavtobus,Qara,1.8,-0.34364340739377197,Benzin,Avtomat,-1.4104151655465034,Xeyr,70000.0
Opel,Astra,2007,Universal,Boz,1.3,-0.9882981955276078,Dizel,Mexaniki,0.2591568764353657,Xeyr,7352.941176470588
Toyota,Prado,2008,Offroader / SUV,Qara,4.0,0.5647337940675421,Benzin,Avtomat,0.2688636906329347,Xeyr,23529.411764705885
LADA (VAZ),2107,2010,Sedan,Qara,1.6,-1.1348106473762067,Benzin,Mexaniki,-1.1289175538170022,Xeyr,4352.941176470588
Land Rover,Range Rover,2022,Offroader / SUV,Qara,4.4,3.3094003920312973,Benzin,Avtomat,-1.4783628649294864,Bəli,335000.0
LADA (VAZ),Niva,2021,Offroader / SUV,Qara,1.7,-1.0859731634266738,Benzin,Mexaniki,-1.2648129525829683,Xeyr,12352.94117647059
BMW,iX,2022,Offroader / SUV,Qara,0.0,3.2605629080817646,Elektro,Avtomat,-1.4783628649294864,Bəli,126360.00000000001
Mercedes,C 230,1997,Sedan,Qara,2.3,-0.4022483881332116,Benzin,Avtomat,1.4045609517485085,Xeyr,7529.411764705883
BMW,740,2023,Sedan,Qara,3.0,1.453576001949043,Benzin,Avtomat,-1.4783628649294864,Bəli,163620.0
Mercedes,GLS 450,2023,Offroader / SUV,Qara,3.0,1.7172984152765212,Benzin,Avtomat,-1.4783628649294864,Bəli,152280.0
Toyota,Highlander,2021,Offroader / SUV,Qara,2.5,0.5647337940675421,Hibrid,Avtomat,-1.2440403702001706,Xeyr,52500.0
BMW,X6 M,2020,Offroader / SUV,Boz,4.4,4.237312587072425,Benzin,Avtomat,-1.2890799880768908,Xeyr,146000.0
BMW,328,2015,Sedan,Göy,2.0,0.5256638069079157,Benzin,Avtomat,-0.12472821145009337,Xeyr,22000.0
Kia,Optima,2012,Sedan,Boz,2.4,-0.10922348443601353,Benzin,Avtomat,-0.20519770114794042,Xeyr,12764.705882352942
Land Rover,Discovery,2018,Offroader / SUV,Ağ,3.0,1.453576001949043,Benzin,Avtomat,-0.779472242704518,Xeyr,51500.0
Hyundai,Elantra,2018,Sedan,Gümüşü,1.6,0.12519643852174495,Benzin,Avtomat,-0.5756291445555689,Xeyr,19411.764705882353
Kia,Ceed,2007,Hetçbek,Gümüşü,1.4,-0.8027157565193823,Benzin,Mexaniki,0.08831694655815119,Xeyr,7823.529411764706
Hyundai,Tucson,2016,Offroader / SUV,Yaş Asfalt,1.7,-0.49015585924237104,Dizel,Avtomat,-0.740644985914242,Xeyr,20411.764705882353
Mercedes,GLS 450,2023,Offroader / SUV,Qara,3.0,1.7172984152765212,Benzin,Avtomat,-1.4783628649294864,Bəli,152280.0
Chevrolet,Captiva,2018,Offroader / SUV,Qara,2.2,-0.0701534972763871,Dizel,Avtomat,-0.6532836581361209,Xeyr,21882.352941176472
BMW,i7,2023,Sedan,Qara,0.0,3.44614534708999,Elektro,Avtomat,-1.4783628649294864,Bəli,180000.0
Hyundai,Accent,2009,Sedan,Gümüşü,1.4,-0.9199257179982616,Benzin,Avtomat,1.0065815696481792,Xeyr,7470.588235294118
Land Rover,RR Sport,2015,Offroader / SUV,Qara,3.0,1.1214811110922185,Dizel,Avtomat,-0.5368018877652928,Xeyr,48300.0
Nissan,X-Trail,2023,Offroader / SUV,Ağ,2.5,-0.011548516536947492,Benzin,Avtomat,-1.4783628649294864,Bəli,43500.0
BMW,X7,2023,Offroader / SUV,Qara,3.0,1.453576001949043,Dizel,Avtomat,-1.4783628649294864,Bəli,145500.0
Mercedes,E 300 e,2023,Sedan,Qara,2.0,1.2582260661509108,Plug-in Hibrid,Avtomat,-1.4783628649294864,Bəli,80000.0
Mercedes,S 500 4Matic,2022,Sedan,Qara,3.0,2.3814881969901704,Benzin,Avtomat,-1.4395356081392103,Xeyr,168000.0
Mercedes,GLB 35 AMG,2020,Offroader / SUV,Göy,2.0,1.1214811110922185,Benzin,Avtomat,-1.2162788815951233,Xeyr,56000.0
Toyota,Land Cruiser,2006,Offroader / SUV,Qara,4.7,0.8186887106051137,Benzin,Avtomat,0.9774611270554722,Xeyr,14117.64705882353
Mercedes,C 180,1998,Sedan,Gümüşü,1.8,-0.6757382982505965,Benzin,Avtomat,0.4471002129286968,Xeyr,6764.705882352941
Mercedes,E 280,1999,Sedan,Göy,2.8,0.12519643852174495,Benzin,Avtomat,2.016090246195356,Xeyr,8176.470588235295
Mercedes,C 250,2008,Sedan,Qara,2.5,0.12519643852174495,Benzin,Avtomat,1.1521837826117143,Xeyr,12235.29411764706
Land Rover,RR Velar,2020,Offroader / SUV,Qara,2.0,1.0628761303527787,Benzin,Avtomat,-1.056582374416718,Xeyr,62000.0
Mercedes,E 220,2008,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,1.2977859955752493,Xeyr,16647.058823529413
BMW,328,2012,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-0.4824437282589064,Xeyr,17200.0
Hyundai,Sonata,2009,Sedan,Ağ,2.4,-0.16782846517545313,Benzin,Avtomat,1.9226330391011615,Xeyr,11411.764705882353
Nissan,X-Trail,2023,Offroader / SUV,Boz,2.5,-0.011548516536947492,Benzin,Avtomat,-1.4783628649294864,Bəli,47500.0
BMW,525,2005,Sedan,Qara,2.5,0.2619413935804374,Benzin,Avtomat,1.7248858202682857,Xeyr,10294.117647058823
Mercedes,S 500 4Matic,2020,Sedan,Qara,3.0,2.3814881969901704,Benzin,Avtomat,-1.2308391028914767,Xeyr,157000.0
BMW,530e,2021,Sedan,Göy,2.0,0.984736156033526,Plug-in Hibrid,Avtomat,-1.2939333951756753,Xeyr,62500.0
Land Rover,Range Rover,2010,Offroader / SUV,Ağ,5.0,3.1140504562331652,Benzin,Avtomat,0.17179554865724464,Xeyr,27900.0
Mercedes,S 600,2007,Sedan,Qara,6.0,3.3094003920312973,Benzin,Avtomat,-1.1774516248048472,Xeyr,75000.0
Kia,Soul,2016,Hetçbek,Qəhvəyi,1.6,-0.6562033046707832,Benzin,Avtomat,-0.9153676414704841,Xeyr,14058.823529411766
Nissan,Juke,2015,Offroader / SUV,Tünd qırmızı,1.6,-0.7245757822001295,Benzin,Avtomat,-0.47856100257987877,Xeyr,13352.94117647059
Mercedes,GL 500,2013,Offroader / SUV,Qara,4.7,2.3814881969901704,Benzin,Avtomat,-0.15823613406010156,Xeyr,37900.0
Hyundai,Accent,2021,Sedan,Ağ,1.6,-0.4999233560322776,Benzin,Avtomat,-1.1170169996107826,Xeyr,17352.941176470587
Mercedes,E 200,2017,Sedan,Göy,2.0,-0.4022483881332116,Dizel,Avtomat,-0.5270950735677238,Xeyr,39800.0
Toyota,Prado,2010,Offroader / SUV,Ağ,4.0,0.88706118813446,Benzin,Avtomat,0.17179554865724464,Xeyr,31500.0
Kia,Sorento,2015,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,-0.21162361214673112,Xeyr,22647.058823529413
Mercedes,E 280,2001,Sedan,Bənövşəyi,2.8,0.12519643852174495,Benzin,Avtomat,0.32613389439859186,Xeyr,11470.588235294117
Toyota,Prado,2012,Offroader / SUV,Ağ,2.7,-0.23620094270479935,Benzin,Avtomat,0.2494500622377967,Xeyr,27800.0
Hyundai,Azera,2013,Sedan,Ağ,2.4,-0.10922348443601353,Benzin,Avtomat,0.12326147766939961,Xeyr,16411.764705882353
Hyundai,Grandeur,2013,Sedan,Ağ,3.0,0.7698512266555807,Benzin,Avtomat,0.38534546100376277,Xeyr,18176.470588235294
Hyundai,Elantra,2017,Sedan,Ağ,1.4,-0.6171333175111569,Benzin,Avtomat,0.32710457581834873,Xeyr,13235.29411764706
Toyota,Prado,2009,Offroader / SUV,Ağ,4.0,0.88706118813446,Benzin,Avtomat,-0.3620792322090507,Xeyr,28900.0
Toyota,Land Cruiser,2017,Offroader / SUV,Qara,4.0,0.88706118813446,Benzin,Avtomat,-0.837713127889932,Xeyr,62900.0
Opel,Astra,2005,Hetçbek,Göy,1.4,-0.9882981955276078,Benzin,Mexaniki,-0.06116799208441151,Xeyr,6411.764705882353
Mercedes,G 55 AMG,2009,Offroader / SUV,Qara,5.5,3.084747965863446,Benzin,Avtomat,0.38534546100376277,Xeyr,47900.0
Toyota,RAV4,2020,Offroader / SUV,Qara,2.0,-0.15806096838554654,Benzin,Avtomat,-0.7115245433215349,Xeyr,29500.0
Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,0.9386338702651962,Xeyr,20529.411764705885
Toyota,Prado,2010,Offroader / SUV,Qara,2.7,-0.23620094270479935,Benzin,Avtomat,0.7736180289065231,Xeyr,22823.529411764706
Hyundai,Sonata,2013,Sedan,Gümüşü,2.0,0.8089212138152072,Benzin,Avtomat,0.01648652149614054,Xeyr,13470.588235294117
Mercedes,E 220,2008,Sedan,Yaş Asfalt,2.2,-0.20689845233507956,Dizel,Avtomat,1.1230633400190073,Xeyr,15000.0
Kia,Sportage,2013,Offroader / SUV,Ağ,2.0,-0.5389933431919041,Dizel,Avtomat,0.46299997458431486,Xeyr,16176.470588235294
LADA (VAZ),Priora,2012,Hetçbek,Boz,1.6,-0.910158221208355,Benzin,Mexaniki,0.12326147766939961,Xeyr,6294.117647058823
Toyota,Corolla,2005,Hetçbek,Yaşıl,1.4,-0.9199257179982616,Benzin,Mexaniki,0.16208873445967564,Xeyr,7000.0
Kia,Optima,2013,Sedan,Qara,2.0,0.8089212138152072,Benzin,Avtomat,0.07472740668155457,Xeyr,14294.117647058823
Toyota,Corolla,2022,Sedan,Ağ,1.8,-0.3241084138139588,Hibrid,Avtomat,-1.4783628649294864,Bəli,27700.0
Hyundai,Santa Fe,2008,Offroader / SUV,Gümüşü,2.2,0.05682396099239873,Dizel,Avtomat,0.6668430727332639,Xeyr,13823.529411764706
Chevrolet,Malibu,2022,Sedan,Qara,2.0,0.5745012908574487,Benzin,Avtomat,-1.4783628649294864,Bəli,34000.0
Kia,Rio,2008,Hetçbek,Gümüşü,1.4,-0.9199257179982616,Benzin,Mexaniki,0.70567032952354,Xeyr,6882.352941176471
BMW,X5,2022,Offroader / SUV,Qara,3.0,1.453576001949043,Benzin,Avtomat,-1.3977963070896637,Xeyr,79000.0
Hyundai,Kona,2020,Offroader / SUV,Qırmızı,2.0,-0.4120158849231182,Benzin,Avtomat,-1.1046505183230797,Xeyr,20000.0
BMW,X5,2019,Offroader / SUV,Göy,3.0,1.453576001949043,Benzin,Avtomat,-0.828006313692363,Xeyr,85000.0
LADA (VAZ),Priora,2012,Hetçbek,Boz,1.6,-0.910158221208355,Benzin,Mexaniki,0.12326147766939961,Xeyr,6294.117647058823
Toyota,Corolla,2005,Hetçbek,Yaşıl,1.4,-0.9199257179982616,Benzin,Mexaniki,0.16208873445967564,Xeyr,7000.0
Kia,Optima,2013,Sedan,Qara,2.0,0.8089212138152072,Benzin,Avtomat,0.07472740668155457,Xeyr,14294.117647058823
Kia,Rio,2005,Hetçbek,Gümüşü,1.4,-0.9199257179982616,Benzin,Mexaniki,-0.7212313575191039,Xeyr,6411.764705882353
BMW,528,2013,Sedan,Yaş Asfalt,2.0,0.5256638069079157,Benzin,Avtomat,0.5212020325129386,Xeyr,19705.88235294118
Mercedes,E 220,2009,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,1.332478149517361,Xeyr,16352.94117647059
Toyota,Prius,2009,Liftbek,Yaş Asfalt,1.8,-0.9003907244184484,Hibrid,Avtomat,0.696254719751898,Xeyr,11647.058823529413
BMW,528,2012,Sedan,Yaş Asfalt,2.0,0.5256638069079157,Benzin,Avtomat,0.33374403672948594,Xeyr,18700.0
Mercedes,E 220,2013,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,0.43387953199160784,Xeyr,23500.0
Mercedes,E 220,2014,Sedan,Ağ,2.2,-0.20689845233507956,Dizel,Avtomat,-0.07850436224126976,Xeyr,24900.0
Toyota,Land Cruiser,2012,Offroader / SUV,Ağ,4.0,0.88706118813446,Benzin,Avtomat,0.07025256533647527,Xeyr,37840.0
Kia,Rio,2008,Sedan,Qara,1.4,-0.9199257179982616,Benzin,Mexaniki,1.8316607764415447,Xeyr,4882.35294117647
Hyundai,Elantra,2013,Sedan,Ağ,1.6,-0.5780633303515305,Benzin,Avtomat,0.2397432480402277,Xeyr,12882.35294117647
BMW,730,2020,Sedan,Qara,3.0,0.9261311752940864,Dizel,Avtomat,-1.2551061383853994,Xeyr,95000.0
Land Rover,Discovery,2018,Offroader / SUV,Ağ,2.0,0.4768263229583827,Dizel,Avtomat,-0.9833153408534672,Xeyr,45500.0
Kia,Rio,2006,Hetçbek,Qara,1.4,-0.9199257179982616,Benzin,Mexaniki,-0.15435340838107398,Xeyr,7176.470588235295
Toyota,Prius,2008,Liftbek,Qırmızı,1.5,-1.1250431505863003,Hibrid,Robotlaşdırılmış,0.2979841332256417,Xeyr,9294.117647058823
Toyota,Land Cruiser,2022,Offroader / SUV,Ağ,3.3,1.0628761303527787,Dizel,Avtomat,-1.4783628649294864,Bəli,86540.0
BMW,530,2018,Sedan,Ağ,2.0,0.5647337940675421,Benzin,Avtomat,-0.7823842869637887,Xeyr,42777.0
Kia,Carnival,2015,Minivan,Qara,2.2,0.10566144494193175,Dizel,Avtomat,-0.4882678167774478,Xeyr,25529.411764705885
LADA (VAZ),Largus,2022,Furqon,Ağ,1.6,-0.9882981955276078,Benzin,Mexaniki,-1.4783628649294864,Bəli,14941.176470588236
Mercedes,S 600,2007,Sedan,Qara,6.0,3.3094003920312973,Benzin,Avtomat,-1.1774516248048472,Xeyr,75000.0
Toyota,Prado,2012,Offroader / SUV,Ağ,2.7,-0.23620094270479935,Benzin,Avtomat,-0.17599960404165285,Xeyr,29900.0
Chevrolet,Tracker,2022,Offroader / SUV,Ağ,1.8,-0.5780633303515305,Benzin,Avtomat,-1.2551061383853994,Xeyr,23470.58823529412
Mercedes,E 220,2016,Sedan,Qara,2.0,0.02752147062267892,Dizel,Avtomat,-0.29024880714704004,Xeyr,47000.0
Kia,Cadenza,2013,Sedan,Ağ,3.5,0.9652011624537128,Benzin,Avtomat,-0.3135451612212057,Xeyr,22000.0
Toyota,Land Cruiser,2011,Offroader / SUV,Ağ,4.0,0.88706118813446,Benzin,Avtomat,0.751098219968163,Xeyr,35000.0
Mercedes,C 200,2022,Sedan,Qara,1.5,-0.0701534972763871,Benzin,Avtomat,-1.4783628649294864,Bəli,67800.0
Kia,Sorento,2010,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.2243288270944881,Xeyr,17470.58823529412
Toyota,Prius,2008,Liftbek,Gümüşü,1.5,-1.1250431505863003,Hibrid,Avtomat,-0.09028843467711853,Xeyr,9352.94117647059
Kia,Sportage,2012,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,0.2979841332256417,Xeyr,15705.882352941177
Mercedes,G 500,2001,Offroader / SUV,Ağ,5.0,1.0238061431931524,Benzin,Avtomat,0.46299997458431486,Xeyr,25882.352941176472
Mercedes,C 220,1995,Sedan,Yaşıl,2.2,-0.4022483881332116,Benzin,Avtomat,1.7248858202682857,Xeyr,5588.235294117647
Toyota,Prado,2013,Offroader / SUV,Ağ,2.7,-0.27527092986442575,Benzin,Avtomat,-0.3232519754187747,Xeyr,29600.0
Hyundai,i30,2010,Hetçbek,Qara,1.6,-0.7441107757799427,Dizel,Mexaniki,0.5785110635353861,Xeyr,9058.823529411766
Mercedes,E 220,2013,Sedan,Yaş Asfalt,2.2,-0.20689845233507956,Dizel,Avtomat,0.44589656796819827,Xeyr,24900.0
Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,-0.6718916209528607,Xeyr,14352.94117647059
Mercedes,E 270,2000,Sedan,Qara,2.7,-0.20689845233507956,Dizel,Avtomat,2.9091171523717043,Xeyr,9352.94117647059
Kia,Picanto,2007,Hetçbek,Göy,1.0,-1.2324856152752728,Benzin,Mexaniki,0.46299997458431486,Xeyr,5764.705882352941
Toyota,Camry,2020,Sedan,Qara,2.5,-0.09945598764610691,Benzin,Avtomat,-0.8599126119597723,Xeyr,33900.0
Toyota,Land Cruiser,2013,Offroader / SUV,Qara,4.0,0.88706118813446,Benzin,Avtomat,0.04778129046910302,Xeyr,42900.0
Kia,Rio,2009,Hetçbek,Qara,1.5,-0.7929482597294757,Dizel,Mexaniki,1.1618905968092832,Xeyr,7823.529411764706
Hyundai,Accent,2014,Sedan,Gümüşü,1.6,-0.6171333175111569,Dizel,Avtomat,0.35622501841105575,Xeyr,10764.705882352942
Mercedes,E 240,1998,Sedan,Gümüşü,2.4,-0.20689845233507956,Benzin,Avtomat,2.549965027061651,Xeyr,7647.058823529412
Hyundai,Santa Fe,2014,Offroader / SUV,Yaş Asfalt,2.0,0.7210137427060477,Benzin,Avtomat,-0.9667166885756241,Xeyr,18117.64705882353
Mercedes,A 170,2011,Hetçbek,Qırmızı,1.7,-0.7343432789900362,Benzin,Avtomat,-0.09436529664009752,Xeyr,5705.882352941177
LADA (VAZ),21099,1997,Sedan,Qara,1.5,-1.1348106473762067,Benzin,Mexaniki,1.7734198912561308,Xeyr,2941.1764705882356
Hyundai,Tucson,2008,Offroader / SUV,Qara,2.0,-0.4999233560322776,Benzin,Avtomat,0.5736576564366015,Xeyr,9705.882352941177
Hyundai,i30,2009,Universal,Göy,1.4,-0.8027157565193823,Benzin,Mexaniki,0.0941410350766926,Xeyr,7941.176470588235
BMW,740,2023,Sedan,Qara,3.0,1.844275873545307,Benzin,Avtomat,-1.4783628649294864,Bəli,172260.0
Hyundai,Sonata,2009,Sedan,Ağ,2.4,-0.16782846517545313,Benzin,Avtomat,1.9226330391011615,Xeyr,11411.764705882353
Chevrolet,Spark,2023,Hetçbek,Yaş Asfalt,1.3,-1.0371356794771407,Benzin,Avtomat,-1.4783628649294864,Bəli,12470.588235294117
Toyota,RAV4,2019,Offroader / SUV,Qara,2.5,0.2619413935804374,Hibrid,Avtomat,-0.5076814451725858,Xeyr,35500.0
Mercedes,C 250,2012,Sedan,Qara,1.8,0.12519643852174495,Benzin,Avtomat,-0.5465087019628618,Xeyr,16300.0
BMW,530e,2021,Sedan,Boz,2.0,0.984736156033526,Plug-in Hibrid,Avtomat,-1.1347416423355436,Xeyr,62900.0
Chevrolet,Epica,2008,Sedan,Qəhvəyi,2.0,-0.4022483881332116,Dizel,Avtomat,1.2880791813776804,Xeyr,8176.470588235295
Mercedes,E 300 de,2021,Sedan,Qara,2.0,1.1214811110922185,Plug-in Hibrid,Avtomat,-1.1386243680145711,Xeyr,55500.0
BMW,520,2008,Sedan,Qara,2.0,-0.13852597480573334,Dizel,Avtomat,2.433483256690823,Xeyr,15000.0
Nissan,X-Trail,2014,Offroader / SUV,Ağ,2.5,-0.19713095554517296,Benzin,Avtomat,1.4336813943412154,Xeyr,5882.352941176471
Kia,Rio,2006,Hetçbek,Mavi,1.4,-0.9199257179982616,Benzin,Mexaniki,0.46299997458431486,Xeyr,7000.0
Mercedes,EQC 400 4MATIC,2023,Offroader / SUV,Qara,0.0,2.117765783662692,Elektro,Avtomat,-1.4783628649294864,Bəli,98000.0
Toyota,Prado,2008,Offroader / SUV,Qara,3.0,-0.17759596196535973,Dizel,Avtomat,0.9151530867212767,Xeyr,25823.529411764706
Mercedes,G 63 AMG,2015,Offroader / SUV,Qara,5.5,3.44614534708999,Benzin,Avtomat,-0.4397337457896028,Xeyr,75000.0
LADA (VAZ),Niva,2022,Offroader / SUV,Yaşıl,1.7,-1.056670673056954,Benzin,Mexaniki,-1.3812947229537964,Xeyr,12882.35294117647
Mercedes,ML 300,2007,Offroader / SUV,Ağ,3.0,-0.011548516536947492,Dizel,Avtomat,0.25501206677300375,Xeyr,17588.235294117647
Hyundai,Sonata,2020,Sedan,Göy,2.0,-0.10922348443601353,Benzin,Avtomat,-1.2802856144138932,Xeyr,27500.0
Mercedes,E 200,2019,Sedan,Ağ,2.0,-0.4022483881332116,Hibrid,Avtomat,-1.1677448106072783,Xeyr,46500.0
Hyundai,Santa Fe,2014,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,-0.17764976245523958,Xeyr,21117.64705882353
Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,0.4361120992570487,Xeyr,19941.176470588234
Mercedes,E 320,2007,Sedan,Qara,3.0,0.320546374319877,Dizel,Avtomat,1.8704880332318208,Xeyr,14411.764705882353
Mercedes,E 350,2012,Sedan,Qara,3.5,1.1214811110922185,Benzin,Avtomat,0.2979841332256417,Xeyr,21500.0
Mercedes,E 320,2000,Sedan,Göy,3.2,0.320546374319877,Benzin,Avtomat,1.6860585634780096,Xeyr,7764.705882352941
Nissan,Patrol,2013,Offroader / SUV,Qara,5.6,2.088463293292972,Benzin,Avtomat,0.686256701128402,Xeyr,36500.0
Mercedes,E 350 e,2009,Sedan,Ağ,3.5,0.789386220235394,Benzin,Avtomat,0.80273847149923,Xeyr,17800.0
Kia,Sorento,2015,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.1729021254757675,Xeyr,25823.529411764706
Chevrolet,Malibu,2018,Sedan,Qara,1.5,-0.3045734202341456,Benzin,Avtomat,-0.3232519754187747,Xeyr,12588.235294117647
Kia,Sorento,2017,Offroader / SUV,Yaş Asfalt,2.2,0.05682396099239873,Dizel,Avtomat,-0.5519736383560931,Xeyr,26882.352941176472
BMW,X6 M,2009,Offroader / SUV,Ağ,4.4,3.5535878117789625,Benzin,Avtomat,0.0941410350766926,Xeyr,19800.0
Toyota,Land Cruiser,2013,Offroader / SUV,Qara,4.0,0.88706118813446,Benzin,Avtomat,0.1135546634718306,Xeyr,44000.0
Toyota,Camry,2022,Sedan,Ağ,2.5,0.2326389032107176,Hibrid,Avtomat,-1.4783628649294864,Bəli,40500.0
BMW,430,2017,Kabriolet,Gümüşü,2.0,0.5647337940675421,Benzin,Avtomat,-0.30383834702363666,Xeyr,29900.0
Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.0,0.8284562073950203,Benzin,Avtomat,-0.17764976245523958,Xeyr,38200.0
BMW,540,2018,Sedan,Ağ,3.0,1.453576001949043,Benzin,Avtomat,-0.779472242704518,Xeyr,52000.0
BMW,528,2014,Sedan,Ağ,2.0,0.5256638069079157,Benzin,Avtomat,0.12326147766939961,Xeyr,21500.0
Hyundai,Elantra,2014,Sedan,Ağ,1.6,-0.5780633303515305,Benzin,Avtomat,-0.32816362340274463,Xeyr,13411.764705882353
Toyota,Corolla,2005,Hetçbek,Gümüşü,1.4,-0.9882981955276078,Dizel,Avtomat,0.20091599124995166,Xeyr,9234.70588235294
Mercedes,E 320,2002,Sedan,Gümüşü,3.2,0.320546374319877,Benzin,Avtomat,0.7237832448162038,Xeyr,11058.823529411766
Toyota,Land Cruiser,2013,Offroader / SUV,Qara,4.0,0.88706118813446,Benzin,Avtomat,0.1135546634718306,Xeyr,44000.0
LADA (VAZ),Priora,2014,Hetçbek,Göy,1.6,-0.8320182468891021,Benzin,Mexaniki,-0.4395299026914538,Xeyr,6470.588235294118
Land Rover,Range Rover,2019,Offroader / SUV,Qara,3.0,0.5549662972776355,Dizel,Avtomat,-0.779472242704518,Xeyr,108000.0
Hyundai,Azera,2013,Sedan,Ağ,2.4,-0.10922348443601353,Benzin,Avtomat,0.32710457581834873,Xeyr,16294.117647058823
Kia,Sorento,2010,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.32170758712450037,Xeyr,17529.41176470588
Opel,Astra,2009,Universal,Gümüşü,1.4,-0.9882981955276078,Benzin,Mexaniki,0.2785705048305037,Xeyr,8117.64705882353
Hyundai,Sonata,2014,Sedan,Qara,2.4,-0.12875847801582674,Benzin,Avtomat,-0.28442471862849866,Xeyr,14529.411764705883
Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,0.1933252625474527,Xeyr,20529.411764705885
Mercedes,E 220,2003,Sedan,Boz,2.2,-0.4022483881332116,Dizel,Avtomat,2.307294672122426,Xeyr,9294.117647058823
Nissan,Teana,2004,Sedan,Yaş Asfalt,2.3,-0.17759596196535973,Benzin,Avtomat,0.4619128113941871,Xeyr,6411.764705882353
Mercedes,E 220,2007,Universal,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,1.0979906389466865,Xeyr,13352.94117647059
Chevrolet,Malibu,2016,Sedan,Qara,1.5,-0.3045734202341456,Benzin,Avtomat,0.2494500622377967,Xeyr,11058.823529411766
Land Rover,Range Rover,2020,Offroader / SUV,Qara,3.0,2.039625809343439,Benzin,Avtomat,-1.0027289692486052,Xeyr,128000.0
BMW,535,2010,Sedan,Qəhvəyi,3.0,1.1214811110922185,Benzin,Avtomat,0.5406544881648669,Xeyr,19500.0
Kia,Optima,2015,Sedan,Göy,2.0,0.8089212138152072,Benzin,Avtomat,-0.5479938445350899,Xeyr,18529.41176470588
Hyundai,Santa Fe,2013,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,-0.5270950735677238,Xeyr,21058.823529411766
Hyundai,Santa Fe,2012,Offroader / SUV,Boz,2.0,0.7210137427060477,Benzin,Avtomat,0.13141520159535758,Xeyr,17941.176470588234
Mercedes,G 63 AMG,2016,Offroader / SUV,Qəhvəyi,5.5,3.709867760417468,Benzin,Avtomat,-0.3135451612212057,Xeyr,99000.0
BMW,X5,2016,Offroader / SUV,Ağ,3.0,1.1214811110922185,Benzin,Avtomat,-0.3232519754187747,Xeyr,40200.0
Kia,Sorento,2011,Offroader / SUV,Qara,2.4,-0.16782846517545313,Benzin,Avtomat,-0.7212313575191039,Xeyr,17000.0
Nissan,Juke,2013,Offroader / SUV,Ağ,1.6,-0.7245757822001295,Benzin,Avtomat,-0.3523724180114817,Xeyr,12058.823529411766
Nissan,Qashqai,2010,Offroader / SUV,Ağ,2.0,-0.4999233560322776,Benzin,Avtomat,0.9483406844627652,Xeyr,12294.117647058823
Kia,Cerato,2020,Sedan,Ağ,2.0,-0.4022483881332116,Benzin,Avtomat,-1.3036402093732444,Xeyr,19382.352941176472
Mercedes,GLS 450,2017,Offroader / SUV,Yaş Asfalt,3.0,1.7172984152765212,Benzin,Avtomat,-0.3329587896163437,Xeyr,58000.0
Land Rover,RR Sport,2006,Offroader / SUV,Ağ,4.4,1.0628761303527787,Benzin,Avtomat,1.067957755819408,Xeyr,16323.529411764706
