,Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price,Price_currency,Link
3991,Hyundai,i30,2009,Universal,Qara,1.4,90,Benzin,Mexaniki,210000,Xeyr,13900,AZN,https://turbo.az//autos/7413016-hyundai-i30
3992,Hyundai,Santa Fe,2008,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,180000,Xeyr,24000,AZN,https://turbo.az//autos/7379792-hyundai-santa-fe
3993,Toyota,RAV4,2022,Offroader / SUV,Qara,2.5,218,Hibrid,Avtomat,0,Bəli,42000,USD,https://turbo.az//autos/7335549-toyota-rav4
3994,Hyundai,Sonata,2014,Sedan,Qara,2.0,274,Benzin,Avtomat,160000,Xeyr,24000,AZN,https://turbo.az//autos/7390071-hyundai-sonata
3995,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,78000,Xeyr,23500,AZN,https://turbo.az//autos/7424920-hyundai-santa-fe
3996,LADA (VAZ),2107,2009,Sedan,Ağ,1.6,75,Benzin,Mexaniki,88000,Xeyr,6200,AZN,https://turbo.az//autos/7305032-lada-vaz-2107
3997,LADA (VAZ),Largus,2022,Furqon,Ağ,1.6,90,Benzin,Mexaniki,0,Bəli,25400,AZN,https://turbo.az//autos/5933627-lada-vaz-largus
3998,BMW,X7,2023,Offroader / SUV,Qara,3.0,340,Benzin,Avtomat,3000,Xeyr,139777,USD,https://turbo.az//autos/7281106-bmw-x7
3999,Nissan,Tiida,2012,Hetçbek,Tünd qırmızı,1.5,109,Benzin,Avtomat,43000,Xeyr,14700,AZN,https://turbo.az//autos/7313984-nissan-tiida
4000,Toyota,Camry,2014,Sedan,Ağ,2.5,181,Benzin,Avtomat,236600,Xeyr,32000,AZN,https://turbo.az//autos/7438394-toyota-camry
4001,BMW,528,2014,Sedan,Ağ,2.0,245,Benzin,Avtomat,165000,Xeyr,21500,USD,https://turbo.az//autos/7437642-bmw-528
4002,Kia,Sorento,2016,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,174000,Xeyr,46500,AZN,https://turbo.az//autos/7403239-kia-sorento
4003,Chevrolet,Cruze,2016,Sedan,Göy,1.4,140,Benzin,Avtomat,94600,Xeyr,17500,AZN,https://turbo.az//autos/7439280-chevrolet-cruze
4004,BMW,X5,2020,Offroader / SUV,Qara,3.0,340,Benzin,Avtomat,24500,Xeyr,72000,USD,https://turbo.az//autos/7347463-bmw-x5
4005,Land Rover,RR Sport,2014,Offroader / SUV,Gümüşü,3.0,340,Benzin,Avtomat,130000,Xeyr,39000,USD,https://turbo.az//autos/7357410-land-rover-rr-sport
4006,Mitsubishi,Pajero,2007,Offroader / SUV,Ağ,3.0,190,Benzin,Avtomat,425000,Xeyr,22000,AZN,https://turbo.az//autos/7402718-mitsubishi-pajero
4007,Lexus,GX 460,2012,Offroader / SUV,Qara,4.6,296,Benzin,Avtomat,167000,Xeyr,37500,USD,https://turbo.az//autos/7400910-lexus-gx-460
4008,Hyundai,Sonata,2014,Sedan,Qara,2.0,274,Benzin,Avtomat,160000,Xeyr,24000,AZN,https://turbo.az//autos/7390071-hyundai-sonata
4009,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,78000,Xeyr,23500,AZN,https://turbo.az//autos/7424920-hyundai-santa-fe
4010,ZX Auto,Terralord,2022,Pikap,Qara,2.5,146,Dizel,Mexaniki,0,Bəli,45900,AZN,https://turbo.az//autos/6664714-zx-auto-terralord
4011,Toyota,Land Cruiser,2008,Offroader / SUV,Qara,4.7,288,Benzin,Avtomat,260000,Xeyr,30000,USD,https://turbo.az//autos/7413786-toyota-land-cruiser
4012,Hyundai,Santa Fe,2012,Offroader / SUV,Yaş Asfalt,2.0,184,Dizel,Avtomat,162700,Xeyr,31500,AZN,https://turbo.az//autos/7395698-hyundai-santa-fe
4013,BMW,530,2008,Sedan,Göy,3.0,272,Benzin,Avtomat,258000,Xeyr,22900,AZN,https://turbo.az//autos/7356225-bmw-530
4014,Hyundai,Elantra,2012,Sedan,Boz,1.8,150,Benzin,Avtomat,135000,Xeyr,22900,AZN,https://turbo.az//autos/7356292-hyundai-elantra
4015,Volkswagen,Polo,2011,Hetçbek,Göy,1.4,85,Benzin,Avtomat,184000,Xeyr,14300,AZN,https://turbo.az//autos/7417164-volkswagen-polo
4016,Volkswagen,Passat,2012,Sedan,Qara,1.8,170,Benzin,Avtomat,175000,Xeyr,15500,AZN,https://turbo.az//autos/7431106-volkswagen-passat
4017,Hyundai,Accent,2007,Sedan,Qara,1.6,112,Benzin,Avtomat,203118,Xeyr,13300,AZN,https://turbo.az//autos/7439417-hyundai-accent
4018,Toyota,Camry,2012,Sedan,Ağ,2.5,181,Benzin,Avtomat,184000,Xeyr,27500,AZN,https://turbo.az//autos/7431189-toyota-camry
4019,Lexus,GX 460,2012,Offroader / SUV,Qara,4.6,296,Benzin,Avtomat,190000,Xeyr,33300,USD,https://turbo.az//autos/7413594-lexus-gx-460
4020,ZX Auto,Terralord,2022,Pikap,Ağ,2.5,146,Dizel,Mexaniki,0,Bəli,45900,AZN,https://turbo.az//autos/6724378-zx-auto-terralord
4021,Toyota,Land Cruiser,2018,Offroader / SUV,Ağ,4.6,309,Benzin,Avtomat,61000,Xeyr,82500,USD,https://turbo.az//autos/7363992-toyota-land-cruiser
4022,Land Rover,RR Sport,2019,Offroader / SUV,Ağ,3.0,340,Benzin,Avtomat,16093,Xeyr,84900,USD,https://turbo.az//autos/6775902-land-rover-rr-sport
4023,Jeep,Grand Cherokee,2014,Offroader / SUV,Ağ,3.6,286,Benzin,Avtomat,239000,Xeyr,23200,USD,https://turbo.az//autos/7431571-jeep-grand-cherokee
4024,Mercedes,E 220,2014,Sedan,Ağ,2.2,170,Dizel,Avtomat,185000,Xeyr,21500,USD,https://turbo.az//autos/7367985-mercedes-e-220
4025,Fiat,Doblo,2008,Furqon,Ağ,1.3,75,Dizel,Mexaniki,218000,Xeyr,8700,AZN,https://turbo.az//autos/7406057-fiat-doblo
4026,Land Rover,Range Rover,2016,Offroader / SUV,Göy,3.0,310,Dizel,Avtomat,75000,Xeyr,64500,USD,https://turbo.az//autos/7376713-land-rover-range-rover
4027,Nissan,Sunny,2008,Sedan,Ağ,1.6,107,Benzin,Avtomat,220000,Xeyr,13400,AZN,https://turbo.az//autos/7439416-nissan-sunny
4028,Land Rover,RR Sport,2018,Offroader / SUV,Ağ,3.0,306,Benzin,Avtomat,52000,Xeyr,79500,USD,https://turbo.az//autos/7379457-land-rover-rr-sport
4029,Chevrolet,Equinox,2019,Offroader / SUV,Qara,1.5,170,Benzin,Avtomat,70000,Xeyr,32000,AZN,https://turbo.az//autos/6833731-chevrolet-equinox
4030,BMW,330,2019,Sedan,Qara,2.0,258,Benzin,Avtomat,30500,Xeyr,39900,USD,https://turbo.az//autos/7379490-bmw-330
4031,Mercedes,CLA 250,2014,Sedan,Boz,2.0,211,Benzin,Avtomat,68500,Xeyr,25500,USD,https://turbo.az//autos/7379670-mercedes-cla-250
4032,Toyota,Prado,2020,Offroader / SUV,Yaş Asfalt,3.0,190,Dizel,Avtomat,138000,Xeyr,46500,USD,https://turbo.az//autos/7423935-toyota-prado
4033,Mercedes,S 560 4Matic,2017,Sedan,Qara,4.0,469,Benzin,Avtomat,49000,Xeyr,89777,USD,https://turbo.az//autos/7397776-mercedes-s-560-4matic
4034,Land Rover,Range Rover,2013,Offroader / SUV,Qara,5.0,510,Benzin,Avtomat,109000,Xeyr,63000,USD,https://turbo.az//autos/7037194-land-rover-range-rover
4035,Mercedes,EQC 400 4MATIC,2022,Offroader / SUV,Qara,0.0,408,Elektro,Avtomat,0,Bəli,88000,USD,https://turbo.az//autos/7388436-mercedes-eqc-400-4matic
4036,Ford,Mustang,2015,Kupe,Bənövşəyi,2.3,317,Benzin,Avtomat,90000,Xeyr,24900,USD,https://turbo.az//autos/7360516-ford-mustang
4037,Hyundai,Grandeur,2012,Sedan,Qara,2.4,180,Benzin,Avtomat,190000,Xeyr,25900,AZN,https://turbo.az//autos/7413860-hyundai-grandeur
4038,Toyota,Auris,2007,Hetçbek,Qara,1.4,90,Dizel,Mexaniki,188000,Xeyr,13950,AZN,https://turbo.az//autos/7295355-toyota-auris
4039,Toyota,Highlander,2022,Offroader / SUV,Ağ,2.5,243,Hibrid,Avtomat,10400,Xeyr,50800,USD,https://turbo.az//autos/7386567-toyota-highlander
4040,Hyundai,Accent,2017,Hetçbek,Yaş Asfalt,1.6,140,Benzin,Avtomat,76500,Xeyr,18800,AZN,https://turbo.az//autos/7436302-hyundai-accent
4041,MAN,TGX 18.440,2011,Dartqı,Ağ,12 ,440,Dizel,Avtomat,1100000,Xeyr,72500,AZN,https://turbo.az//autos/7268842-man-tgx-18-440
4042,Iveco,35C15,2017,Yük maşını,Ağ,3.0,250,Dizel,Mexaniki,150000,Xeyr,150000,AZN,https://turbo.az//autos/7380082-iveco-35c15
4043,Ford,Transit,2001,Yük maşını,Ağ,2.4,140,Dizel,Mexaniki,485000,Xeyr,22300,AZN,https://turbo.az//autos/7438434-ford-transit
4044,Mercedes,CLA 250,2014,Sedan,Boz,2.0,211,Benzin,Avtomat,68500,Xeyr,25500,USD,https://turbo.az//autos/7379670-mercedes-cla-250
4045,Kia,Optima,2016,Sedan,Qara,1.6,181,Benzin,Avtomat,159210,Xeyr,23500,AZN,https://turbo.az//autos/5267250-kia-optima
4046,Mercedes,E 220,2015,Sedan,Qara,2.2,170,Dizel,Avtomat,185000,Xeyr,24900,USD,https://turbo.az//autos/7381313-mercedes-e-220
4047,LADA (VAZ),Priora,2015,Hetçbek,Yaş Asfalt,1.6,106,Benzin,Mexaniki,183000,Xeyr,12500,AZN,https://turbo.az//autos/7439358-lada-vaz-priora
4048,Kia,K5,2021,Sedan,Qara,1.6,180,Benzin,Avtomat,35000,Xeyr,31500,USD,https://turbo.az//autos/7381330-kia-k5
4049,Mitsubishi,L200,2023,Pikap,Ağ,2.5,137,Dizel,Mexaniki,0,Bəli,36400,USD,https://turbo.az//autos/7288086-mitsubishi-l200
4050,Kia,Cerato,2014,Sedan,Ağ,1.6,130,Dizel,Avtomat,135000,Xeyr,22222,AZN,https://turbo.az//autos/7439412-kia-cerato
4051,FAW,Tiger VR ,2023,Yük maşını,Bej,2.3,118,Dizel,Mexaniki,0,Bəli,33500,AZN,https://turbo.az//autos/7374499-faw-tiger-vr
4052,Toyota,Prius,2008,Liftbek,Ağ,1.5,76,Hibrid,Variator,172000,Xeyr,15700,AZN,https://turbo.az//autos/7429296-toyota-prius
4053,Hyundai,Santa Fe,2011,Offroader / SUV,Qara,2.0,184,Dizel,Avtomat,188000,Xeyr,26542,AZN,https://turbo.az//autos/7426056-hyundai-santa-fe
4054,Nissan,Tiida,2012,Hetçbek,Gümüşü,1.5,109,Benzin,Avtomat,95000,Xeyr,13842,AZN,https://turbo.az//autos/7433501-nissan-tiida
4055,Chery,Amulet (A15),2008,Liftbek,Qara,1.6,88,Benzin,Mexaniki,35265,Xeyr,4200,AZN,https://turbo.az//autos/7433861-chery-amulet-a15
4056,BMW,528,2014,Sedan,Yaş Asfalt,2.0,245,Benzin,Avtomat,87500,Xeyr,22500,USD,https://turbo.az//autos/7391168-bmw-528
4057,FAW,Tiger VH,2022,Yük maşını,Ağ,3.8,141,Dizel,Mexaniki,0,Bəli,47500,AZN,https://turbo.az//autos/5931276-faw-tiger-vh
4058,Toyota,Camry,2023,Sedan,Qara,2.5,218,Hibrid,Avtomat,0,Bəli,44500,USD,https://turbo.az//autos/7391599-toyota-camry
4059,Mazda,3,2023,Sedan,Qara,1.5,111,Benzin,Avtomat,0,Bəli,26900,USD,https://turbo.az//autos/7356307-mazda-3
4060,Toyota,Camry,2022,Sedan,Ağ,2.5,218,Hibrid,Avtomat,0,Bəli,43500,USD,https://turbo.az//autos/7391884-toyota-camry
4061,Toyota,Camry,2022,Sedan,Qara,2.5,181,Hibrid,Avtomat,0,Bəli,43500,USD,https://turbo.az//autos/7391894-toyota-camry
4062,Volkswagen,Passat,2016,Sedan,Ağ,1.4,150,Benzin,Robotlaşdırılmış,135000,Xeyr,21800,AZN,https://turbo.az//autos/7439411-volkswagen-passat
4063,Mazda,CX-9,2023,Offroader / SUV,Ağ,2.5,231,Benzin,Avtomat,0,Bəli,54500,USD,https://turbo.az//autos/7318557-mazda-cx-9
4064,Mercedes,GLE 350,2020,Offroader / SUV,Gümüşü,2.0,255,Benzin,Avtomat,21769,Xeyr,63500,USD,https://turbo.az//autos/7239873-mercedes-gle-350
4065,Toyota,Corolla,2014,Sedan,Qara,1.8,132,Benzin,Avtomat,132000,Xeyr,27500,AZN,https://turbo.az//autos/7392329-toyota-corolla
4066,Mazda,CX-5,2023,Offroader / SUV,Qara,2.0,150,Benzin,Avtomat,0,Bəli,32500,USD,https://turbo.az//autos/7321986-mazda-cx-5
4067,Nissan,Tiida,2012,Hetçbek,Boz,1.5,109,Benzin,Avtomat,85000,Xeyr,14900,AZN,https://turbo.az//autos/7394488-nissan-tiida
4068,DFSK,C-35,2023,Minivan,Ağ,1.5,115,Benzin,Mexaniki,0,Bəli,31500,AZN,https://turbo.az//autos/7359421-dfsk-c-35
4069,Nissan,Tiida,2012,Hetçbek,Qızılı,1.5,109,Benzin,Avtomat,42000,Xeyr,14600,AZN,https://turbo.az//autos/7324759-nissan-tiida
4070,Kia,Cerato,2016,Sedan,Ağ,2.0,180,Benzin,Avtomat,65983,Xeyr,23900,AZN,https://turbo.az//autos/7291914-kia-cerato
4071,Lexus,LX 600,2023,Offroader / SUV,Qara,3.5,409,Benzin,Avtomat,0,Bəli,181999,USD,https://turbo.az//autos/7273632-lexus-lx-600
4072,GAZ,Next A21R22-30,2019,Yük maşını,Yaş Asfalt,2.8,149,Dizel,Mexaniki,150000,Xeyr,29320,AZN,https://turbo.az//autos/7431745-gaz-next-a21r22-30
4073,BMW,428,2015,Sedan,Qara,2.0,245,Benzin,Avtomat,145000,Xeyr,20500,USD,https://turbo.az//autos/7392339-bmw-428
4074,Chevrolet,Aveo,2013,Sedan,Yaş Asfalt,1.6,115,Benzin,Avtomat,234000,Xeyr,12500,AZN,https://turbo.az//autos/7439449-chevrolet-aveo
4075,Land Rover,Range Rover,2016,Offroader / SUV,Qara,5.0,510,Benzin,Avtomat,105800,Xeyr,79500,USD,https://turbo.az//autos/7398847-land-rover-range-rover
4076,Land Rover,Discovery Sport,2016,Offroader / SUV,Yaşıl,2.0,240,Benzin,Avtomat,134000,Xeyr,24500,USD,https://turbo.az//autos/6813665-land-rover-discovery-sport
4077,Hyundai,ix55,2012,Offroader / SUV,Qara,3.8,264,Benzin,Avtomat,196500,Xeyr,29000,AZN,https://turbo.az//autos/7327336-hyundai-ix55
4078,Honda,Insight,2009,Liftbek,Ağ,1.3,88,Benzin,Avtomat,220000,Xeyr,15300,AZN,https://turbo.az//autos/7418433-honda-insight
4079,Mercedes,GL 350,2013,Offroader / SUV,Ağ,3.0,258,Dizel,Avtomat,287105,Xeyr,40000,USD,https://turbo.az//autos/7413973-mercedes-gl-350
4080,Mazda,CX-9,2023,Offroader / SUV,Ağ,2.5,231,Benzin,Avtomat,0,Bəli,54500,USD,https://turbo.az//autos/7318557-mazda-cx-9
4081,Mercedes,GLE 350,2020,Offroader / SUV,Gümüşü,2.0,255,Benzin,Avtomat,21769,Xeyr,63500,USD,https://turbo.az//autos/7239873-mercedes-gle-350
4082,Toyota,Corolla,2014,Sedan,Qara,1.8,132,Benzin,Avtomat,132000,Xeyr,27500,AZN,https://turbo.az//autos/7392329-toyota-corolla
4083,Mazda,CX-5,2023,Offroader / SUV,Qara,2.0,150,Benzin,Avtomat,0,Bəli,32500,USD,https://turbo.az//autos/7321986-mazda-cx-5
4084,Nissan,Tiida,2012,Hetçbek,Boz,1.5,109,Benzin,Avtomat,85000,Xeyr,14900,AZN,https://turbo.az//autos/7394488-nissan-tiida
4085,Mazda,CX-9,2023,Offroader / SUV,Boz,2.5,254,Benzin,Avtomat,0,Bəli,54500,USD,https://turbo.az//autos/7321924-mazda-cx-9
4086,LADA (VAZ),2107,2006,Sedan,Ağ,1.5,65,Benzin,Mexaniki,63600,Xeyr,6200,AZN,https://turbo.az//autos/7439405-lada-vaz-2107
4087,Volkswagen,Passat,2010,Sedan,Boz,2.0,200,Benzin,Avtomat,300000,Xeyr,10500,AZN,https://turbo.az//autos/7426827-volkswagen-passat
4088,GAZ,Next A21R22-30,2023,Yük maşını,Ağ,2.8,150,Dizel,Mexaniki,0,Bəli,41000,AZN,https://turbo.az//autos/6987576-gaz-next-a21r22-30
4089,Mazda,CX-5,2023,Offroader / SUV,Boz,2.0,150,Benzin,Avtomat,0,Bəli,32500,USD,https://turbo.az//autos/7243456-mazda-cx-5
4090,Toyota,Corolla,2022,Sedan,Ağ,1.8,98,Hibrid,Avtomat,0,Bəli,25000,USD,https://turbo.az//autos/7395255-toyota-corolla
4091,Chevrolet,Cruze,2014,Sedan,Ağ,1.4,140,Benzin,Avtomat,168000,Xeyr,11800,AZN,https://turbo.az//autos/7439402-chevrolet-cruze
4092,Kia,Sportage,2012,Offroader / SUV,Qara,2.0,163,Benzin,Avtomat,178000,Xeyr,25500,AZN,https://turbo.az//autos/7439415-kia-sportage
4093,Mazda,CX-5,2023,Offroader / SUV,Boz,2.0,150,Benzin,Avtomat,0,Bəli,37900,USD,https://turbo.az//autos/7305854-mazda-cx-5
4094,GAZ,Next A21R32-30,2023,Yük maşını,Qırmızı,2.8,149,Dizel,Mexaniki,0,Bəli,39500,AZN,https://turbo.az//autos/7239171-gaz-next-a21r32-30
4095,Hyundai,Santa Fe,2008,Offroader / SUV,Gümüşü,2.0,184,Dizel,Avtomat,132800,Xeyr,21800,AZN,https://turbo.az//autos/7412779-hyundai-santa-fe
4096,LADA (VAZ),2107,2005,Sedan,Ağ,1.6,75,Benzin,Mexaniki,94686,Xeyr,5800,AZN,https://turbo.az//autos/7439404-lada-vaz-2107
4097,Mercedes,C 180,1996,Sedan,Göy,1.8,122,Benzin,Avtomat,467895,Xeyr,7450,AZN,https://turbo.az//autos/7410180-mercedes-c-180
4098,Toyota,Corolla,2023,Sedan,Qara,1.6,124,Benzin,Avtomat,0,Bəli,28200,USD,https://turbo.az//autos/7236774-toyota-corolla
4099,Toyota,Corolla,2023,Sedan,Qara,1.6,124,Benzin,Avtomat,0,Bəli,24400,USD,https://turbo.az//autos/7284822-toyota-corolla
4100,Honda,Civic,2010,Liftbek,Boz,1.5,76,Hibrid,Avtomat,289682,Xeyr,14900,AZN,https://turbo.az//autos/7404304-honda-civic
4101,Mercedes,E 220,1999,Sedan,Göy,2.2,143,Dizel,Avtomat,385000,Xeyr,14800,AZN,https://turbo.az//autos/7409787-mercedes-e-220
4102,Toyota,Corolla,2023,Sedan,Ağ,1.6,124,Benzin,Avtomat,0,Bəli,29000,USD,https://turbo.az//autos/7236788-toyota-corolla
4103,SEAT,Leon,2011,Hetçbek,Gümüşü,1.8,160,Benzin,Avtomat,215000,Xeyr,12500,AZN,https://turbo.az//autos/7432549-seat-leon
4104,Peugeot,508,2022,Sedan,Yaş Asfalt,2.0,180,Dizel,Avtomat,0,Bəli,72000,AZN,https://turbo.az//autos/7159860-peugeot-508
4105,Chevrolet,Spark,2023,Hetçbek,Yaş Asfalt,1.3,85,Benzin,Avtomat,0,Bəli,21200,AZN,https://turbo.az//autos/7236390-chevrolet-spark
4106,Hyundai,Santa Fe,2023,Offroader / SUV,Qara,1.6,230,Hibrid,Avtomat,0,Bəli,82900,AZN,https://turbo.az//autos/7142166-hyundai-santa-fe
4107,Volkswagen,ID.6,2022,Offroader / SUV,Boz,0.0,204,Elektro,Avtomat,0,Bəli,41800,USD,https://turbo.az//autos/7416967-volkswagen-id-6
4108,Audi,A6 allroad,2003,Universal,Boz,2.7,250,Benzin,Avtomat,349000,Xeyr,10000,AZN,https://turbo.az//autos/7379999-audi-a6-allroad
4109,Hyundai,Santa Fe,2009,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,98000,Xeyr,26200,AZN,https://turbo.az//autos/7423798-hyundai-santa-fe
4110,Mercedes,S 500 4Matic,2020,Sedan,Qara,3.0,435,Benzin,Avtomat,25500,Xeyr,157000,USD,https://turbo.az//autos/7168084-mercedes-s-500-4matic
4111,Chevrolet,Aveo,2014,Sedan,Yaş Asfalt,1.4,100,Benzin,Avtomat,113000,Xeyr,14900,AZN,https://turbo.az//autos/7389616-chevrolet-aveo
4112,Mercedes,GLE 43 AMG Coupe ,2018,Offroader / SUV,Qara,3.0,390,Benzin,Avtomat,75000,Xeyr,71500,USD,https://turbo.az//autos/7428545-mercedes-gle-43-amg-coupe
4113,Land Rover,Range Rover,2016,Offroader / SUV,Boz,3.0,340,Benzin,Avtomat,66283,Xeyr,62500,USD,https://turbo.az//autos/7427818-land-rover-range-rover
4114,Lexus,LS 460,2011,Sedan,Ağ,4.6,380,Benzin,Avtomat,145000,Xeyr,31500,AZN,https://turbo.az//autos/7322256-lexus-ls-460
4115,Hyundai,HD-72,2013,Yük maşını,Ağ,3.9,150,Dizel,Mexaniki,127633,Xeyr,39500,AZN,https://turbo.az//autos/7429306-hyundai-hd-72
4116,Mercedes,E 220,2013,Sedan,Ağ,2.2,170,Dizel,Avtomat,195000,Xeyr,24900,USD,https://turbo.az//autos/7404434-mercedes-e-220
4117,Toyota,C-HR,2022,Offroader / SUV,Gümüşü,2.0,148,Benzin,Avtomat,0,Bəli,32900,USD,https://turbo.az//autos/6397860-toyota-c-hr
4118,Kia,Cerato,2013,Sedan,Ağ,2.0,156,Benzin,Avtomat,149000,Xeyr,23800,AZN,https://turbo.az//autos/7418372-kia-cerato
4119,Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,201465,Xeyr,24800,AZN,https://turbo.az//autos/7439409-hyundai-santa-fe
4120,Toyota,Corolla,2023,Sedan,Qara,1.8,136,Hibrid,Avtomat,0,Bəli,28700,USD,https://turbo.az//autos/7351919-toyota-corolla
4121,Toyota,Highlander,2022,Offroader / SUV,Ağ,2.5,249,Hibrid,Avtomat,0,Bəli,69900,USD,https://turbo.az//autos/7273512-toyota-highlander
4122,LADA (VAZ),Niva,2022,Offroader / SUV,Yaş Asfalt,1.7,80,Benzin,Mexaniki,10700,Xeyr,23000,AZN,https://turbo.az//autos/7165838-lada-vaz-niva
4123,Opel,Astra,2006,Universal,Mavi,1.3,90,Dizel,Mexaniki,289000,Xeyr,11400,AZN,https://turbo.az//autos/7391019-opel-astra
4124,Toyota,Prado,2021,Offroader / SUV,Qara,2.7,163,Benzin,Avtomat,13200,Xeyr,48800,USD,https://turbo.az//autos/7409932-toyota-prado
4125,Mercedes,E 250,2014,Sedan,Qara,2.2,204,Dizel,Avtomat,142000,Xeyr,22500,USD,https://turbo.az//autos/7439406-mercedes-e-250
4126,BMW,328,2016,Sedan,Qara,2.0,245,Benzin,Avtomat,110000,Xeyr,19900,USD,https://turbo.az//autos/7418393-bmw-328
4127,Toyota,Prado,2023,Offroader / SUV,Qara,2.7,167,Benzin,Avtomat,0,Bəli,53600,USD,https://turbo.az//autos/7405776-toyota-prado
4128,Hyundai,ix35,2013,Offroader / SUV,Qara,2.0,163,Benzin,Avtomat,156000,Xeyr,24900,AZN,https://turbo.az//autos/7430853-hyundai-ix35
4129,Hyundai,Elantra,2012,Sedan,Qara,1.8,150,Benzin,Avtomat,115000,Xeyr,22500,AZN,https://turbo.az//autos/7420809-hyundai-elantra
4130,Opel,Astra,2000,Universal,Gümüşü,1.8,116,Benzin,Avtomat,195744,Xeyr,9700,AZN,https://turbo.az//autos/7411657-opel-astra
4131,Toyota,Highlander,2022,Offroader / SUV,Qara,2.5,249,Hibrid,Avtomat,0,Bəli,69900,USD,https://turbo.az//autos/7070237-toyota-highlander
4132,Opel,Astra,2005,Hetçbek,Göy,1.4,90,Benzin,Mexaniki,157000,Xeyr,11600,AZN,https://turbo.az//autos/7412768-opel-astra
4133,Toyota,Prado,2012,Offroader / SUV,Ağ,2.7,167,Benzin,Avtomat,190000,Xeyr,27000,USD,https://turbo.az//autos/7439408-toyota-prado
4134,Toyota,Corolla,2006,Universal,Yaş Asfalt,1.4,90,Benzin,Mexaniki,142000,Xeyr,15200,AZN,https://turbo.az//autos/7427679-toyota-corolla
4135,LADA (VAZ),2106,1992,Sedan,Bej,1.3,65,Benzin,Mexaniki,64944,Xeyr,3900,AZN,https://turbo.az//autos/7439403-lada-vaz-2106
4136,Mercedes,E 200,2000,Sedan,Göy,2.0,136,Benzin,Avtomat,346000,Xeyr,12900,AZN,https://turbo.az//autos/7432248-mercedes-e-200
4137,Mercedes,C 300,2015,Sedan,Qara,2.0,245,Benzin,Avtomat,69000,Xeyr,27500,USD,https://turbo.az//autos/7392514-mercedes-c-300
4138,Toyota,Camry,2019,Sedan,Ağ,2.5,181,Benzin,Avtomat,116000,Xeyr,35800,USD,https://turbo.az//autos/7153569-toyota-camry
4139,Chevrolet,Cruze,2012,Sedan,Gümüşü,1.4,140,Benzin,Avtomat,213000,Xeyr,12900,AZN,https://turbo.az//autos/7432401-chevrolet-cruze
4140,Chevrolet,Tracker,2023,Offroader / SUV,Qara,1.2,132,Benzin,Avtomat,0,Bəli,43500,AZN,https://turbo.az//autos/7251500-chevrolet-tracker
4141,BMW,X5 M,2020,Offroader / SUV,Qara,4.4,625,Benzin,Avtomat,35000,Xeyr,146000,USD,https://turbo.az//autos/7271160-bmw-x5-m
4142,DFSK,C-37,2023,Van,Ağ,1.5,115,Benzin,Mexaniki,0,Bəli,32600,AZN,https://turbo.az//autos/7359319-dfsk-c-37
4143,Nissan,Note,2015,Hetçbek,Çəhrayı,1.2,98,Benzin,Avtomat,38000,Xeyr,15500,AZN,https://turbo.az//autos/7439968-nissan-note
4144,BMW,528,2013,Sedan,Yaş Asfalt,2.0,245,Benzin,Avtomat,181860,Xeyr,20300,USD,https://turbo.az//autos/7391845-bmw-528
4145,Tofas,Sahin,2006,Sedan,Ağ,1.6,92,Benzin,Mexaniki,160000,Xeyr,5000,AZN,https://turbo.az//autos/7430626-tofas-sahin
4146,Kia,Rio,2008,Sedan,Qızılı,1.4,97,Benzin,Mexaniki,250000,Xeyr,9900,AZN,https://turbo.az//autos/7428141-kia-rio
4147,Chevrolet,Spark,2015,Hetçbek,Gümüşü,1.2,84,Benzin,Avtomat,143391,Xeyr,17630,AZN,https://turbo.az//autos/7415205-chevrolet-spark
4148,Infiniti,QX30,2018,Offroader / SUV,Tünd qırmızı,2.0,211,Benzin,Avtomat,12800,Xeyr,32500,USD,https://turbo.az//autos/6962946-infiniti-qx30
4149,Hyundai,Accent,2017,Hetçbek,Yaş Asfalt,1.6,140,Benzin,Avtomat,76500,Xeyr,18800,AZN,https://turbo.az//autos/7436302-hyundai-accent
4150,Kia,Sportage,2014,Offroader / SUV,Ağ,2.0,184,Dizel,Avtomat,160000,Xeyr,33900,AZN,https://turbo.az//autos/7418568-kia-sportage
4151,Ford,Mustang,2015,Kupe,Qara,2.3,317,Benzin,Avtomat,178000,Xeyr,19500,USD,https://turbo.az//autos/7420726-ford-mustang
4152,Chevrolet,Cruze,2012,Sedan,Gümüşü,1.4,140,Benzin,Avtomat,213000,Xeyr,12900,AZN,https://turbo.az//autos/7432401-chevrolet-cruze
4153,Toyota,RAV4,2023,Offroader / SUV,Yaş Asfalt,2.5,218,Hibrid,Avtomat,0,Bəli,43500,USD,https://turbo.az//autos/7372046-toyota-rav4
4154,Toyota,Corolla,2022,Sedan,Ağ,1.6,124,Benzin,Avtomat,2700,Xeyr,23700,USD,https://turbo.az//autos/7414367-toyota-corolla
